Sexo;Categoria;Deporte;F.Nacimiento;Nombre_Equipo;Temporada;Municipio;C.P.;Competicion;Instalacion;Distrito
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;13/02/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;26/01/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;29/06/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;24/04/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;31/05/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;16/09/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;14/01/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;30/11/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;01/06/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;09/06/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;13/08/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;31/01/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;19/03/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;12/07/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;22/08/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;29/11/2011;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;09/03/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;17/03/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;13/04/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
MIXTO;BENJAMIN                                          ;AJEDREZ                                           ;25/04/2012;AJEDREZ FERNANDO MARTIN                           ;2020;MADRID                                            ;28039;JUEGOS DEPORTIVOS MUNICIPALES                     ;MONTPELLIER                                       ;MONCLOA                  
